Tweet,Label
coronavirus deve afetar da zona franca de manaus a de marco em sao paulo. saiba mais china coronavirus zonafrancademanaus ,0.0
nivel de poluicao na china cai drasticamente apos epidemia de coronavirus ,0.0
" coronavirus atualizacao . mortos na china mortos no ira mortos na italia mortos na coreia do sul mortos no japao passageiros do diamond princess mortos em hong kong mortos na franca morto nos eua, filipinas e taiwan coronavirusnobrasil coronavirus ",0.0
era de se esperar. o coronavirus vai ensinar a china a ser melhor. ,0.0
numero de novos casos de coronavirus volta a subir na china ,0.0
china regista mais mortes e novos casos de pessoas infetadas com o coronavirus ,0.0
jim willie diz que coronavirus foi um ataque na china cuja vinganca sera arruinar o comex ,0.0
o coronavirus so esta a ser bom pq esta a reduzir os niveis de poluicao da china,0.0
"fiquei sem entender. casos de coronavirus em dias em sp e ja revelaram o genoma completo do virus, e a china onde eles estao com o pro lema desde dezembro, nao fizeram nada para criar uma vacina. pra mim a china criou o problema pra testar o virus modificado. jogou no mundo",1.0
motoristas na china criam barreiras para conter o coronavirus covid ,0.0
" osmarterra eu ate entendo a preocupacao do governo em nao gerar panico mas, temos na mesma china estudos que mostram o contrario. o covid- tem mais que o dobro da transmissao do h n e de a x mais letalidade. nao e so uma gripe! ",0.0
efeito coronavirus tombo na industria da china ja e pior do que na crise global de - ,0.0
coronavirus imagens da nasa mostram queda da poluicao na china em meio ao surto ,0.0
video - pastor diz que china deve aceitar jesus para se livrar do coronavirus a praga vai parar ,1.0
relato de um professor da unicamp sobre o coronavirus na china ,0.0
se a china enviar coronavirus pra ca a gente envia vascainos pra la praga contra praga,1.0
"se o coronavirus chegou ate aqui, e tudo culpa dos ricos. pobre nao viaja pra china!",0.0
coronavirus se propaga pelo mundo e numero de casos volta a subir na china ,0.0
" ary antipt e na ucrania, apedrejaram o onibus que trazia repatriados da china. a ignorancia se expande. coronavirus",0.0
"com todo o problema gerado pela epidemia do coronavirus, o filme mulan, que e uma producao da disney em parceria com a china, acaba de ser adiado de forma indefinida. ",0.0
"fumantes acabarao tambem entrando no grupo de risco do coronavirus. na china estao morrendo mais homens, provavelmente porque fumam mais que mulheres, enquanto criancas parecem resistentes ou assintomaticas. ",0.0
 efehbastos na china resolveram rapido o primeiro caso do coronavirus mataram o contaminado,1.0
" folha claro, a emissao de gases intestinais polui muito o meio ambiente. com a ameaca do coronavirus, nao ta passando nem ar pelo fiofo dos chineses",0.0
video - pastor diz que china deve aceitar jesus para se livrar do coronavirus a praga vai parar ,1.0
"e, foi confirmado que mulan nao vai estrear na china por tempo indeterminado por causa do coronavirus. o que significa que pode afetar demais a bilheteria do filme, ja que a disney deu bastante prioridade ao pais. ",0.0
nivel de poluicao na china cai drasticamente apos epidemia de coronavirus ,0.0
"depois de coronavirus e tentativas de roteiro sem me dar o tesao que tenho em conhecer a china, asiatrip temporariamente suspensa ",0.0
coronavirus se propaga globalmente e numero de casos volta a subir na china ,0.0
sabiam que a cmtv nao diz coronavirus?! diz virus da china. ,1.0
"marcada para ter inicio no dia de julho, os jogos olimpicos de toquio ainda nao tiveram a realizacao confirmada. isso porque, com a proximidade da china, onde os numeros de pessoas infectadas pelo coronavirus ja ultrapassa a casa dos mil, ligou o alerta no japao. ",0.0
" andremoscoso ola tudo bem? eu gostaria de dar uma sugestao, no dia que der para vc fazer um video se vc puder claro! fala sobre o coronavirus dar sua opiniao dizer o que vc acha da situacao dessa doenca la na china.",0.0
imagens da nasa mostram que o coronavirus diminuiu a poluicao na china. ,0.0
brasileiro que joga em wuhan revela receio de voltar a china coronavirus,0.0
coronavirus industria da china tem pior desempenho da historia ,0.0
" veramagalhaes pqp, vera! que fixacao doentia com o presidente! va procurar noticia de verdade para divulgar. sugiro que va a china, ira ou italia para reportar como esta evoluindo a epidemia coronavirus nestes paises. ai sim poderas dizer que es uma jornalista. estas fofocas ja deram!",0.0
pq meu rafael toloi nem relacionado foi? se ele pegar o coronavirus eu juro que eu sozinho apagarei a china do planeta,1.0
" jdoriajr sobre a estrategia coronavirus , do povo chines segue saudavel. , nao pode trabalhar por mes, para nao infectar colegas. uma gripe. a china, porem, diz paralisar sua producao. assim, produtos que exporta sobem de preco, produtos que importa, baixam. china ganha.",0.0
" dreah v dizem que foi a sopa de morcego, mas na verdade o coronavirus comecou no ano novo chines assim",1.0
sobe para . o numero de mortos pelo coronavirus na china ,0.0
"- essa e muito boa o coronavirus e igual ao macarrao. foram os chineses que inventaram, mas sao os italianos que estao espalhando pelo mundo! ",1.0
"brasileiro falando que o coronavirus e um castigo de deus para os chineses que comem carne de cachorro, sendo que eles comem carnes de outros bichos ",1.0
china regista mais mortes e novos casos de infecao por coronavirus ,0.0
relato de um professor da unicamp sobre o coronavirus na china ,0.0
coronavirus se propaga pelo mundo e numero de casos volta a subir na china ,0.0
coronavirus se propaga pelo mundo e numero de casos volta a subir na china ,0.0
se o surto de coronavirus tivesse iniciado no brasil teria muito mais mortes. ainda bem que a gente nao come morcego...,1.0
 publico imagens da nasa mostram reducao drastica da poluicao na china com a crise do coronavirus. ,0.0
"minha mae ta achando que isso aqui e china mano, ta vendo porra de valor de mascara de protecao na internet por causa do coronavirus, inacreditavel kkkkkkkkk",1.0
" anticomuna erikmgp domlancellotti todas as capitais q tem acesso a informacao q n seja da grande midia votou macicamente em bolsonaro, agora, acredito q a fraude nas urnas aconteceu no ne, pq dificilmente seria questionado. tipo o coronavirus na china.",0.0
producao industrial na china tem queda recorde em razao do coronavirus ,0.0
coronavirus imagens da nasa mostram poluicao na china em meio a desaceleracao da industria via engenhariae,0.0
... e pechino respira ... ... y pekin respira inquinamento atmosferico qualitadellaria contaminacion aire china cina coronavirus coronavirusitalla coronavirusespana ,0.0
os paises com mais casos de coronavirus fora da china. coreia do sul . casos e mortes italia . casos e mortes iran casos e mortes japao casos e mortes singapura casos e mortes coronavirusbrasil covid ncov,0.0
"coronavirus na china,ruas vazias cidade deserta coronavirus em sao paulo ",0.0
 o coronavirus nao vai durar muito tempo porque foi feito na china ,1.0
"confirmado o lancamento de mulan na china foi cancelado por tempo indeterminado por causa da epidemia do coronavirus no pais. isso e um grande baque pra disney, ja que mulan foi o live que custou mais caro ate hoje e foi produzido com grande foco no mercado chines. ",0.0
" klebertanide coronavirus e como macarrao. os chineses o inventaram, mas os italianos que espalharam por todo o mundo. pqp!!! com virus ou sem virus eu me viro e vou dia brasilnasruas",1.0
ao minuto china e coreia do sul registam aumento do numero casos de covid- pelo segundo dia consecutivo ,0.0
confira meu artigo mais recente efeito coronavirus tombo na industria da china ja e pior do que na crise global de !! via linkedin,0.0
os graficos abaixo mostram a diferenca de poluicao na china desde janeiro ate agora. o coronavirus e ruim para a humanidade e bom para o planeta? seria uma especie de reacao de imunidade da natureza? ,0.0
"por que papel higienico? boatos que circularam nas redes sociais diziam que a materia-prima e da china, pais duramente castigado pelo novo coronavirus.",0.0
" zenao leandro flaiban a mastrocinque hbredda os chineses sao comunistas e criaram o coronavirus para prejudicar o governo bolsonaro, claramente um ataque aos recordes da b .",0.0
"ou sera q os eua fizeram como a china no caso sars e n informaram os degs casos de coronavirus para n admitir o gde problema de saude publica e falta de estrutura a toda a populacao diante do mundo c medo de afugentar investidores? na pratica, o efeito sera outro, a china sabe. ",0.0
imagens mostram queda drastica na poluicao da china apos surto de coronavirus ,0.0
governo angolano proibe entrada de chineses e pessoas de paises com casos do coronavirus ,0.0
alguma coisa me diz q esse coronavirus foi inventado p controle da populacao... ainda mais na china mano,0.0
"felainni no flu? querendo deixar a china por conta do coronavirus, o meia belga ex-united tem recebido muitas mensagens dos torcedores do tricolor! seria uma boa? ",0.0
"para quem riu do pastor africano que ira para a china para acabar com o coronavirus, teremos um pastor em porto alegre fazendo o mesmo. profeborto um abraco meu amigo. ",0.0
coronavirus deixou de comprar online produtos da china ,0.0
"as industrias da zona franca de manaus ja comecam a sentir o impacto da falta de componentes eletronicos vindos da china, que fechou muitas fabricas por causa do coronavirus. jornaldaband bandjornalismo ",0.0
coronavirus se propaga globalmente e numero de casos volta a subir na china ,0.0
o sistema imunologico da china nao tem infraestrutura pra receber um virus do calibre do coronavirus,0.0
cobertura do coronavirus diminuiu a confianca dos chineses na imprensa estatal ,0.0
"o grave nao e a china estar usando essa mao de obra, em tempos normais, nisso esta certissima, o grave sera se descobrirem que os prisioneiros trabalham em areas de contagio, para repor os trabalhadores devido ao coronavirus. por hora, tudo normal... ",0.0
o cenario da china se repetindo na europa e no resto do mundo... e o povo aqui de boa pulando carnaval e fazendo memes covid coronavirus coronavirusbrasil sus jairbolsonaro ,0.0
" agimarsantos weikymarcos rossinidr jairbolsonaro a fonte folha uol . nao sejas massa de manobra pfvr bolsas caindo no mundo todo , nova york, tokio, china e o povo focado na ibovespa br pensando que seria diferente aqui. com o covid- o risco de investimento aumentando absurdamente quem nao deixaria de investir? rsrsrs",0.0
"o surto do coronavirus, e o maior alerta mundial de que devemos agir,esta ligado ao consumo excessivo da biodiversidade na china, desmatamento, poluicao atmosferica global, a unica forma de combatermos e com a educacao para a saude, sustentabilidade. ",0.0
hj e so coronavirus na china ,1.0
"covid- numero de casos confirmados na coreia do sul aumentou para . . no sabado, as autoridades conseguiram determinar que cerca de . membros da seita shincheonji - que e o principal foco de infeccao - estiveram na china nos ultimos meses, deles vieram de wuhan.",0.0
" sithsarda china ja ta indo pro saco. europa, eua, japao nas maiores bolhas de sua historia. e eles vao jogar a culpa no coronavirus oq me deixa puto e q o corovavirus foi o mais conveniente pra eles possivel. vao culpar a queda da economia no surto, e falar q tudo tava bem antes disso...",0.0
se a china enviar coronavirus pra ca nos joga vilanaovence pra la praga contra praga,1.0
"em dezembro de , cientistas chineses alertaram o governo sobre o coronavirus, porem foram ordenados por pequim a encobrir a epidemia. ",0.0
" lucasmaxrighi jairbolsonaro verdade... eu cheguei a pagar ate eur , no litro de diesel na italia, hoje esta eur , , devido a crise por causa do coronavirus, a china esta importando menos combustivel, assim tem mais oferta que procura.",0.0
"se a china enviar coronavirus pra ca, vamos enviar politicos pra la praga contra praga",1.0
nivel de poluicao na china cai drasticamente apos epidemia de coronavirus ,0.0
"coronavirus deixou de comprar online produtos da china o surto do coronavirus iniciou-se em wuhan, na china e, consequentemente, teve impacto um pouco por toda a parte. exemplo disso foram as empresas e fabricas que fecharam portas, cidades que fora... ",0.0
enquanto o brasil faz meme sobre o coronavirus as pessoas da china ta sofrendo.,0.0
"minha conversa na radio cbn com petriachaves e os amigos igor patrick e thiago mattos, que narram suas experiencias com o coronavirus na china e coreia do sul. debatemos efeitos politicos e economicos do risco de pandemia. ",0.0
"dia , lojas havan em bslneario camboriu-sc. o custo medio pra abri uma loja da havan e de milhoes, e hang divulgou em lucro de , bilhoes, tem muita coisa errada nas lojas havan. olha o movimento na sexta feira. produtos china cuidado com coronavirus. ",1.0
enquanto isso na china... coronavirus coronavirus coronavirusupdate ,0.0
vi agora na bandnews coronavirus diminui drasticamente a poluicao na china. as imagens sao chocantes!,0.0
o coronavirus tem assustado algumas pessoas que preferiram parar de comprar online produtos da china ,0.0
"em nenhum momento do paper publicado vejam as assinaturas por medicos chineses eles falam ou fazem essa comparacao com a gripe e, senhores, eles estao relatando a experiencia deles com o coronavirus. ",0.0
 marc vicentini cafecomferri o virus apareceu na china e de la n tivemos muitas informacoes sobre o q realmente estava acontecendo e quao mortal e o covid- . a gripe chegou ao ocidente e agora vamos ver o seu potencial de fato. muita especulacao no momento. vamos acompanhar. e deus nos livre.,0.0
china registra mais mortes por coronavirus e numero de infectados aumenta ,0.0
ao minuto china e coreia do sul registam aumento do numero casos de covid- pelo segundo dia consecutivo ,0.0
"imagens de satelite mostraram um declinio dramatico nos niveis de poluicao sobre a china, o que e pelo menos em parte causado por uma desaceleracao economica provocada pelo coronavirus, segundo a agencia espacial americana nasa. ",0.0
china vende carne humana enlatada infectada com coronavirus boato via boatosorg,1.0
se eu fizer umas compras da china eu pego coronavirus?,1.0
"se a china enviar o coronavirus pra ca, vamos enviar os homens pra la praga contra praga",1.0
" cisne negro , uma crise q acontece por um fato q ninguem imaginava e q pega todos desprevenidos, diz o economista l. c. mendonca de barros s o coronavirus. fortes medidas de estimulo a economia pela china provocarao impacto positivo no brasil a partir do o sem., diz mendonca.",0.0
coronavirus imagens da nasa mostram queda da poluicao na china em meio ao surto ,0.0
"sera q os africanos tem uma certa imunidade ao coronavirus? o virus esta a se espalhar por todos os continentes, e africa tem apenas casos confirmados. e temos uma relacao proxima com a china. china tem muitos africanos e o unico que contraiu o virus, curou-se em tempo record. ",0.0
" eua, a australia e a tailandia registraram suas primeiras mortes por coronavirus entre sabado e domingo . paralelamente, a china, primeiro pais a registrar doenca, anunciou novos casos de contaminacao, o numero mais alto em uma semana. msn ",0.0
enquanto isso na china... coronavirus china humor ,0.0
"to bem triste com esse role de mulan nao estreiar na china por causa do coronavirus. o filme foi carissimo, e foi feito com muito respeito a china, para agradar primeiramente o publico de la e agora foi por agua a baixo. ",0.0
coronavirus imagens da nasa mostram queda da poluicao na china em meio ao surto news feedly,0.0
numero de novos casos de coronavirus volta a subir na china ,0.0
poluicao na china cai drasticamente apos surto de coronavirus ,0.0
nasa regista reducao da poluicao na china. coronavirus pode ser o culpado ,0.0
"se a china enviar o coronavirus pra ca, nos manda o va cu pra la ... praga contra praga !",1.0
mais um dos varios medicos que morreram de covid na china. coronavirus coronavirus ,0.0
coronavirus imagens da nasa mostram queda da poluicao na china em meio ao surto ,0.0
sera que o coronavirus e um negocio criado pelo governo da china criado pra matar as pessoas so pra controlar a superpopulacao??,0.0
minha gente... video - pastor diz que china deve aceitar jesus para se livrar do coronavirus a praga vai parar ,1.0
casos extremos como o do covid- seria necessario fechar entradas e saidas na china ate se resolver o problema. ninguem entra e ninguem sai. pois bem... ja espalhou pra uma caralhada de outros paises. parabens aos envolvidos.,0.0
coronavirus imagens da nasa mostram queda da poluicao na china em meio ao surto g ,0.0
quando voce compra uma mascara de protecao contra o coronavirus mas vem escrito made in china... ,1.0
depois da epidemia de coronavirus a china ta emitindo menos poluicao ,0.0
"coronavirus reaparece em pacientes que receberam alta e provoca questoes sobre contencao um numero crescente de pacientes com coronavirus na china e em outros lugares esta apresentando resultados positivos apos a recuperacao, as vezes semanas depois... ",0.0
a democracia exemplar e avancada sul-coreana nom consegue controlar o covid- e ja tem mais casos por habitante que a china a que melhor controla a epidemia segundo a oms ,0.0
coronavirus deixou de comprar online produtos da china ,0.0
" viomundo palmeriodoria a letalidade da influenza e . e a do coronavirus fora da china e de . ate . , de a oito vezes a mais, risco semelhante?",0.0
" nelson but agora os chineses tem coronavirus, ja nn da pa ir buscar ",0.0
"se este mapa atualizado dos casos de coronavirus confirmados nao e a maior evidencia de que a terra e plana, ja nao sei o que sera. quanto mais para a esquerda a partir da china, menos casos. se fosse redonda, o virus iria pela direita e nos eua teriamos muito mais casos, ne? ",0.0
"havera alguma relacao entre a epidemia de peste suina e a de coronavirus, uma a seguir a outra, sobretudo na china?",0.0
se a china enviar coronavirus pra ca a gente envia vascainos pra la praga contra praga,1.0
"diretor de hospital em wuhan, na china, morre por covid- , diz jornal estatal chines ciencia e saude g ",0.0
"foi publicada dia uma das maiores, se nao a maior, casuistica de covid- no periodico new england j. of medicine doi . nejmoa . cerca de pacientes atendidos em hospitais chineses nos... ",0.0
" larirfreitas clauwild china tmb comunista construiu um hospital em tempo record para atender os pacientes do coronavirus. trump, lider maximo capitalista mundial, fez piada sobre o assunto. ira colocou fogo em hospital com pacientes internados. o problema nao e a posicao politica! e a estupidez.",0.0
eu to com um resfriado faz uns dias e minha mae insiste em falar que pode ser o coronavirus por conta das encomendas da china ,1.0
coronavirus china esquece do mea culpa e ataca o ocidente de xenofobia e racismo ,0.0
minha vida amorosa ta tao ruim que se eu for pra china nem coronavirus eu pego,1.0
" martadelavegav soyfdelrincon cuidado com a paranoia. apliquem o bom censo e responsabilidade cidada. seguir instrucoes da oms, limpeza acima de tudo. milhares cientistas estao no coronavirus. eu acredito q a china, eua, japao, alemanha, israel, br terao c descobrir o contravirus e aplicarlo imediatamente.",0.0
"gente, se o coronavirus piorar, as encomendas da china podem parar de chegar???? minha encomenda tem que chegar aqui ate dia ",0.0
"no inicio desta semana, a revista medica britanica the lancet publicou uma breve correspondencia de dois trabalhadores chineses de auxilios medicos que diziam estar atualmente combatendo o surto de coronavirus em wuhan. ",0.0
 nivel de poluicao na china cai drasticamente apos epidemia de coronavirus,0.0
"eu vi uma reportagem na televisao sobre o que os chineses estao usando como medicamento para cuidar e curar os pacientes com o coronavirus. e eles estao curando os pacientes do coronavirus , com o coquetel da aids. o coquetel e forte e resistente e combate o coronavirus. ",0.0
" g sobre a estrategia coronavirus , do povo chines segue saudavel. , nao pode trabalhar por mes, para nao infectar colegas. uma gripe. a china, porem, diz paralisar sua producao. assim, produtos que exporta sobem de preco, produtos que importa, baixam. china ganha.",1.0
"a china esta executando animais de estimacao para parar o coronavirus, parar essa loucura! via sosvox",0.0
"os mapas da nasa mostram niveis decrescentes de dioxido de nitrogenio este ano. isso ocorre em meio a um declinio recorde na atividade industrial da china, uma vez que os fabricantes param de trabalhar em uma tentativa de conter o coronavirus ",0.0
meu filho p mim vai p china pegar coronavirus kkkkkkkkkkkkkkkkkkkkkkkkkk vou socar esse grt,1.0
" lcmbarros na china, o coronavirus e um choque de oferta. pode ate haver espaco pra policy, mas o fato e que muito dificilmente conseguirao repor as horas de trabalho perdidas e os investimentos que deixaram de acontecer pelo risk off internacional",0.0
coronavirus imagens da nasa mostram queda da poluicao na china em meio ao surto ,0.0
"a cota e ir para a china, ja que o coronavirus esta vindo para o brasil.",0.0
"era de se imaginar com os numeros da economia que apresentaram na sexta, mas nao deixa de ser surpreendente. china s air pollution rates plummet after coronavirus lockdown ",0.0
banco safra corta projecao para pib por efeito coronavirus a china e o maior destino das exportacoes brasileiras correio h,0.0
"o coronavirus e a petrobras nao e so isso - das receitas da petrobras vem da exporta- cao e delas contam com a china -o programa de venda das refinarias baseia-se em participacao dos chineses, o q pode frustrar o evento. o mundo esta reavaliando essa dependencia.",0.0
"como o coronavirus , pra mim foi feito em laboratorio pra diminuir a populacao na china . ",0.0
"recebem alta . pacientes curados do novo coronavirus na china em de fevereiro ate o final do sabado, um total de . casos confirmados de infeccao foi relatado na parte continental chinesa, e . pessoas morreram da doenca. ",0.0
"o cara mora na florida. voltou da china. sentiu-se doente. em vez de se automedicar, fez a coisa certa procurou o medico. testou negativo para coronavirus. preco da responsabilidade mil reais. os eua vao virar o playground do covid- ... ",0.0
imagens de satelite divulgadas pela nasa e pela agencia espacial europeia revelam que os niveis de poluicao na china diminuiram apos o inicio do surto de coronavirus no pais. foto nasa bbc. ,0.0
"por causa do coronavirus, a estreia de mulan foi adiada por tempo indeterminado na china. isso com certeza trara um grande prejuizo para a disney que deu muita atencao ao pais com relacao ao filme. ",0.0
pero despois as restricions ao trafico non sirven de nada e o que pasa e que odiades aos coches ... nasa images show coronavirus shutdown has cleared china pollution ,0.0
imagens de satelite da nasa mostram impacto do coronavirus na reducao de poluicao na china ,0.0
viajar pra china ja que o coronavirus ta vindo pro brasil,0.0
"pela qualidade da informacao cientifica coronavirus nao e exatamente um novo fenomeno mas outro mecanismo. virologistas como sabroza, krawczuc e outros falavam ha decadas em the big one vindo da china, que reune megagranjas aviarias com rotas de migracao importantes.",0.0
" coronavirusbrasil para cowling, e possivel que o coronavirus ja esteja circulando entre os brasileiros. pesquisa do center for global infectious disease analysis apontou que dois em cada tres casos de viajantes vindos da china com o virus nao ",0.0
surto de coronavirus na china pode atrasar lancamento do iphone via tilt uol uol,0.0
"me pararam no aero pra assinar um produto e eu falei que nao queria, dai eles insistiram, entao falei que nao morava no brasil, entao perguntaram onde, falei na china! ai eles noh coronavirus e nem insistiram mais! olharam ate torto! uso a ignorancia dos outros em meu favor",0.0
coronavirus foi a melhor coisa que aconteceu para mim ultimamente. minha mulher nao quer mais andar de aviao nem mais ir ao shopping com medo de se contaminar. nao compra mais pela internet pq todos os produtos vem da china... hoje trocou o cinema pela serie em casa. ,0.0
"o novo normal no mundo numa segunda-feira coronavirus reflui na china, mas se alastra no mundo coreia do norte dispara misseis, acordo afegao ja emperra, eleicoes em israel . , escalada na siria, novo fluxo de refugiados e super terca chegando ",0.0
"o jornalista agora na globo news o coronavirus e igual macarrao, criado na china, mas quem dissemina mesmo e a italia ",1.0
"gente pelo amor de deus eu nao quero fazer alarde mas eu to preocupada real o segundo show da tour do louis vai ser em milao milao mano o foco do covid na italia italia, que ta pior que a china mano. ele nao pode fazer isso pqp ",0.0
"se a china enviar coronavirus pra ca, vamos enviar o waguinho pra la praga contra praga boa tarde!",1.0
se a china enviar coronavirus pra ca a gente envia vascainos pra la praga contra praga,1.0
numero de infectados por novo coronavirus na china ultrapassa mil - ,0.0
to vendo que daqui a pouco vou ter que medir temperatura das mina que eu for pegar igual os caras da fronteira da china pra ver se tem o tal do coronavirus na pessoa.,0.0
" conferencia da onu sobre biodiversidade poderia ser mudada da china devido ao coronavirus . incoerencia da onu, sendo a china o maior poluidor do mundo, ar irrespiravel , rios poluidos, solo contaminado... ",0.0
turismo e a industria mais abalada com o coronavirus na china via portalpanrotas,0.0
"conforme os dados da oms, os dados sao positivos na china. todas as acoes estao comecando a surtir efeito. o problema agora e a italia. coronavirus coronavirusupdates coronavirues ",0.0
 umapaginasocial virus da china porque eles sabem que os velhinhos nao sabem dizer covid- ,1.0
numero de infectados por novo coronavirus na china ultrapassa mil ,0.0
ja pensaram que esse coronavirus poderia ser uma arma biologica criada pelos inimigos comerciais da china pra reduzir o crescimento e desenvolvimento daquele pais? viajandoaqui,0.0
"nada mais organico e agroecologico que o mercado de alimentos e animais vivos de wuhan, na china! estude mais sobre os diversos sistemas de producao agricola sustentavel! isso pode salvar sua vida!!! coronavirus acaba com os mitos dos alimentos ",0.0
coronavirus imagens da nasa mostram queda da poluicao na china em meio ao surto ,0.0
